Timestamp,Data
2024-03-03 20:14:50.404584,60.04
2024-03-03 20:14:50.454801,59.50
2024-03-03 20:14:50.504252,59.31
2024-03-03 20:14:50.554948,60.00
2024-03-03 20:14:50.604199,59.24
2024-03-03 20:14:50.654561,59.79
2024-03-03 20:14:50.705180,59.71
2024-03-03 20:14:50.754310,59.02
2024-03-03 20:14:50.804734,59.89
2024-03-03 20:14:50.854128,60.25
2024-03-03 20:14:50.904522,59.93
2024-03-03 20:14:50.954040,59.67
2024-03-03 20:14:51.004367,59.50
2024-03-03 20:14:51.054944,59.93
2024-03-03 20:14:51.104159,59.89
2024-03-03 20:14:51.154568,60.00
2024-03-03 20:14:51.203903,59.67
2024-03-03 20:14:51.254352,60.11
2024-03-03 20:14:51.303849,59.89
2024-03-03 20:14:51.354174,59.89
2024-03-03 20:14:51.404591,59.14
2024-03-03 20:14:51.454046,59.20
2024-03-03 20:14:51.504384,59.46
2024-03-03 20:14:51.553958,60.25
2024-03-03 20:14:51.604218,59.50
2024-03-03 20:14:51.653628,59.31
2024-03-03 20:14:51.704176,59.50
2024-03-03 20:14:51.753616,60.11
2024-03-03 20:14:51.804048,59.57
2024-03-03 20:14:51.854260,60.36
2024-03-03 20:14:51.903717,60.04
2024-03-03 20:14:51.954225,59.57
2024-03-03 20:14:52.003652,59.02
2024-03-03 20:14:52.054121,60.14
2024-03-03 20:14:52.103573,59.64
2024-03-03 20:14:52.153866,59.79
2024-03-03 20:14:52.204133,60.14
2024-03-03 20:14:52.253707,59.89
2024-03-03 20:14:52.304145,59.79
2024-03-03 20:14:52.353618,59.75
2024-03-03 20:14:52.404015,59.93
2024-03-03 20:14:52.453487,59.60
2024-03-03 20:14:52.503809,59.50
2024-03-03 20:14:52.553343,59.27
2024-03-03 20:14:52.603767,59.86
2024-03-03 20:14:52.653127,59.24
2024-03-03 20:14:52.703749,59.54
2024-03-03 20:14:52.753880,59.71
2024-03-03 20:14:52.803367,60.33
2024-03-03 20:14:52.853480,77.21
2024-03-03 20:14:52.903332,325.27
2024-03-03 20:14:52.953477,358.57
2024-03-03 20:14:53.003324,315.20
2024-03-03 20:14:53.053291,313.61
2024-03-03 20:14:53.103922,313.18
2024-03-03 20:14:53.153441,313.05
2024-03-03 20:14:53.203693,313.71
2024-03-03 20:14:53.253138,313.49
2024-03-03 20:14:53.303666,313.00
2024-03-03 20:14:53.352955,313.05
2024-03-03 20:14:53.403395,313.61
2024-03-03 20:14:53.452804,314.47
2024-03-03 20:14:53.503207,313.86
2024-03-03 20:14:53.553582,313.64
2024-03-03 20:14:53.603022,313.64
2024-03-03 20:14:53.653462,313.82
2024-03-03 20:14:53.702876,313.09
2024-03-03 20:14:53.753186,313.54
2024-03-03 20:14:53.802622,313.38
2024-03-03 20:14:53.853061,313.71
2024-03-03 20:14:53.902608,313.13
2024-03-03 20:14:53.952968,313.14
2024-03-03 20:14:54.003349,313.14
2024-03-03 20:14:54.052788,313.42
2024-03-03 20:14:54.103177,312.75
2024-03-03 20:14:54.152711,313.64
2024-03-03 20:14:54.202901,313.18
2024-03-03 20:14:54.252483,313.38
2024-03-03 20:14:54.302854,313.29
2024-03-03 20:14:54.353285,313.75
2024-03-03 20:14:54.402707,312.91
2024-03-03 20:14:54.453116,313.32
2024-03-03 20:14:54.502597,313.13
2024-03-03 20:14:54.552927,313.21
2024-03-03 20:14:54.602398,314.04
2024-03-03 20:14:54.652792,313.57
2024-03-03 20:14:54.702218,313.45
2024-03-03 20:14:54.752541,313.50
2024-03-03 20:14:54.802945,313.57
2024-03-03 20:14:54.852459,313.56
2024-03-03 20:14:54.902861,313.79
2024-03-03 20:14:54.952249,579.64
2024-03-03 20:14:55.002583,777.68
2024-03-03 20:14:55.052272,775.85
2024-03-03 20:14:55.102481,777.07
2024-03-03 20:14:55.152826,776.14
2024-03-03 20:14:55.202371,776.07
2024-03-03 20:14:55.252617,776.75
2024-03-03 20:14:55.302226,776.51
2024-03-03 20:14:55.352508,775.64
2024-03-03 20:14:55.402109,776.15
2024-03-03 20:14:55.452343,776.25
2024-03-03 20:14:55.502727,776.50
2024-03-03 20:14:55.552171,777.67
2024-03-03 20:14:55.602568,777.07
2024-03-03 20:14:55.652062,777.09
2024-03-03 20:14:55.702351,772.86
2024-03-03 20:14:55.752005,775.56
2024-03-03 20:14:55.802319,776.54
2024-03-03 20:14:55.851728,776.65
2024-03-03 20:14:55.902298,777.07
2024-03-03 20:14:55.952487,778.71
2024-03-03 20:14:56.001978,776.65
2024-03-03 20:14:56.052359,776.75
2024-03-03 20:14:56.101870,777.67
2024-03-03 20:14:56.152230,776.36
2024-03-03 20:14:56.201715,775.49
2024-03-03 20:14:56.252124,777.04
2024-03-03 20:14:56.301835,777.16
2024-03-03 20:14:56.351998,777.54
2024-03-03 20:14:56.402297,776.68
2024-03-03 20:14:56.451707,777.96
2024-03-03 20:14:56.502222,776.89
2024-03-03 20:14:56.551670,777.42
2024-03-03 20:14:56.602173,776.29
2024-03-03 20:14:56.651418,777.85
2024-03-03 20:14:56.701860,777.11
2024-03-03 20:14:56.752116,778.39
2024-03-03 20:14:56.801628,776.29
2024-03-03 20:14:56.851964,777.93
2024-03-03 20:14:56.901497,776.47
2024-03-03 20:14:56.951668,718.54
2024-03-03 20:14:57.001268,308.87
2024-03-03 20:14:57.051595,309.18
2024-03-03 20:14:57.102077,308.29
2024-03-03 20:14:57.151487,308.84
2024-03-03 20:14:57.202007,307.96
2024-03-03 20:14:57.251301,308.58
2024-03-03 20:14:57.301768,307.89
2024-03-03 20:14:57.351267,308.80
2024-03-03 20:14:57.401656,308.07
2024-03-03 20:14:57.451101,308.29
2024-03-03 20:14:57.501511,307.68
2024-03-03 20:14:57.550968,307.64
2024-03-03 20:14:57.601403,307.82
2024-03-03 20:14:57.651673,308.25
2024-03-03 20:14:57.701187,307.93
2024-03-03 20:14:57.751537,308.43
2024-03-03 20:14:57.800969,308.25
2024-03-03 20:14:57.851569,309.36
2024-03-03 20:14:57.900893,308.58
2024-03-03 20:14:57.951219,308.00
2024-03-03 20:14:58.001454,309.14
2024-03-03 20:14:58.051023,309.31
2024-03-03 20:14:58.101523,308.39
2024-03-03 20:14:58.150938,307.96
2024-03-03 20:14:58.201321,308.21
2024-03-03 20:14:58.250812,307.78
2024-03-03 20:14:58.301231,308.36
2024-03-03 20:14:58.350709,308.00
2024-03-03 20:14:58.401115,308.71
2024-03-03 20:14:58.451300,307.79
2024-03-03 20:14:58.500982,307.93
2024-03-03 20:14:58.551261,307.86
2024-03-03 20:14:58.600677,308.15
2024-03-03 20:14:58.651073,307.54
2024-03-03 20:14:58.700569,308.07
2024-03-03 20:14:58.750922,307.43
2024-03-03 20:14:58.800317,308.36
2024-03-03 20:14:58.850894,307.64
2024-03-03 20:14:58.900271,307.96
2024-03-03 20:14:58.950354,317.18
2024-03-03 20:14:59.000959,59.93
2024-03-03 20:14:59.050449,59.45
2024-03-03 20:14:59.100718,59.57
2024-03-03 20:14:59.150209,60.11
2024-03-03 20:14:59.200459,60.36
2024-03-03 20:14:59.250962,59.79
2024-03-03 20:14:59.300313,59.82
2024-03-03 20:14:59.350744,59.93
2024-03-03 20:14:59.400165,59.45
2024-03-03 20:14:59.450656,59.57
2024-03-03 20:14:59.500012,60.11
2024-03-03 20:14:59.550544,59.71
2024-03-03 20:14:59.599958,59.60
2024-03-03 20:14:59.650231,58.86
2024-03-03 20:14:59.700622,59.14
2024-03-03 20:14:59.750017,59.82
2024-03-03 20:14:59.800473,59.21
2024-03-03 20:14:59.849815,59.82
2024-03-03 20:14:59.900043,59.71
2024-03-03 20:14:59.949582,60.76
2024-03-03 20:15:00.000011,59.82
2024-03-03 20:15:00.050459,59.79
2024-03-03 20:15:00.099838,59.31
2024-03-03 20:15:00.150253,59.79
2024-03-03 20:15:00.199723,60.15
2024-03-03 20:15:00.250098,59.07
2024-03-03 20:15:00.299633,59.60
2024-03-03 20:15:00.349959,59.29
2024-03-03 20:15:00.399328,59.60
2024-03-03 20:15:00.449763,59.86
2024-03-03 20:15:00.500097,59.21
2024-03-03 20:15:00.549462,59.75
2024-03-03 20:15:00.599808,60.21
2024-03-03 20:15:00.649369,59.27
2024-03-03 20:15:00.699701,59.36
2024-03-03 20:15:00.749190,59.24
2024-03-03 20:15:00.799586,59.71
2024-03-03 20:15:00.849967,60.50
2024-03-03 20:15:00.899574,59.96
2024-03-03 20:15:00.949797,59.57
2024-03-03 20:15:00.999269,59.45
2024-03-03 20:15:01.049656,59.64
2024-03-03 20:15:01.099254,59.89
2024-03-03 20:15:01.149558,59.71
2024-03-03 20:15:01.198914,59.53
2024-03-03 20:15:01.249448,59.71
2024-03-03 20:15:01.299702,59.79
2024-03-03 20:15:01.349135,59.60
2024-03-03 20:15:01.399639,60.00
2024-03-03 20:15:01.449046,60.11
2024-03-03 20:15:01.499361,59.57
2024-03-03 20:15:01.548835,59.38
2024-03-03 20:15:01.599060,59.79
2024-03-03 20:15:01.649622,60.00
2024-03-03 20:15:01.698963,59.38
2024-03-03 20:15:01.749351,59.86
2024-03-03 20:15:01.798791,59.96
2024-03-03 20:15:01.849177,59.86
2024-03-03 20:15:01.898740,59.60
2024-03-03 20:15:01.948934,59.86
2024-03-03 20:15:01.998638,59.38
2024-03-03 20:15:02.048891,59.79
2024-03-03 20:15:02.099245,59.64
2024-03-03 20:15:02.148778,59.60
2024-03-03 20:15:02.199103,59.89
2024-03-03 20:15:02.248659,59.75
2024-03-03 20:15:02.298916,59.50
2024-03-03 20:15:02.348410,59.96
2024-03-03 20:15:02.398830,59.71
2024-03-03 20:15:02.449114,59.36
2024-03-03 20:15:02.498711,60.04
2024-03-03 20:15:02.549082,59.43
2024-03-03 20:15:02.598607,60.18
2024-03-03 20:15:02.648962,59.64
2024-03-03 20:15:02.698376,59.31
2024-03-03 20:15:02.748758,59.00
2024-03-03 20:15:02.798269,59.53
2024-03-03 20:15:02.848578,59.36
2024-03-03 20:15:02.898988,59.79
2024-03-03 20:15:02.948381,59.24
2024-03-03 20:15:02.998839,59.64
2024-03-03 20:15:03.048187,59.56
2024-03-03 20:15:03.098698,60.00
2024-03-03 20:15:03.148158,59.96
2024-03-03 20:15:03.198531,59.57
2024-03-03 20:15:03.248011,60.11
2024-03-03 20:15:03.298328,59.86
2024-03-03 20:15:03.348718,59.79
2024-03-03 20:15:03.398140,59.45
2024-03-03 20:15:03.448486,60.14
2024-03-03 20:15:03.498003,60.04
2024-03-03 20:15:03.548339,59.57
2024-03-03 20:15:03.597856,60.18
2024-03-03 20:15:03.648241,59.64
2024-03-03 20:15:03.698591,60.00
2024-03-03 20:15:03.748054,59.96
2024-03-03 20:15:03.798421,59.71
2024-03-03 20:15:03.847765,60.18
2024-03-03 20:15:03.898300,59.36
2024-03-03 20:15:03.947737,60.33
2024-03-03 20:15:03.998198,60.07
2024-03-03 20:15:04.047614,59.53
2024-03-03 20:15:04.098073,59.71
2024-03-03 20:15:04.147532,59.82
2024-03-03 20:15:04.197882,59.79
2024-03-03 20:15:04.248310,59.50
2024-03-03 20:15:04.297735,59.75
2024-03-03 20:15:04.348175,59.79
2024-03-03 20:15:04.397561,59.67
2024-03-03 20:15:04.447921,59.79
2024-03-03 20:15:04.497388,60.11
2024-03-03 20:15:04.547733,59.71
2024-03-03 20:15:04.598145,59.36
2024-03-03 20:15:04.647564,59.31
2024-03-03 20:15:04.697893,59.25
2024-03-03 20:15:04.747314,60.04
2024-03-03 20:15:04.797675,60.00
2024-03-03 20:15:04.848176,60.00
2024-03-03 20:15:04.897491,59.53
2024-03-03 20:15:04.947965,59.64
2024-03-03 20:15:04.997449,59.53
2024-03-03 20:15:05.047799,60.07
2024-03-03 20:15:05.097344,59.67
2024-03-03 20:15:05.147678,59.36
2024-03-03 20:15:05.197185,59.16
2024-03-03 20:15:05.247587,58.93
2024-03-03 20:15:05.297890,59.14
2024-03-03 20:15:05.347418,59.67
2024-03-03 20:15:05.397764,59.00
2024-03-03 20:15:05.447211,59.31
2024-03-03 20:15:05.497537,59.14
2024-03-03 20:15:05.546989,59.75
2024-03-03 20:15:05.597467,59.00
2024-03-03 20:15:05.647793,59.64
2024-03-03 20:15:05.697339,59.60
2024-03-03 20:15:05.747669,59.00
2024-03-03 20:15:05.797152,59.45
2024-03-03 20:15:05.847498,59.93
2024-03-03 20:15:05.897012,59.75
2024-03-03 20:15:05.947307,59.71
2024-03-03 20:15:05.996839,59.31
2024-03-03 20:15:06.047163,59.07
2024-03-03 20:15:06.097493,59.79
2024-03-03 20:15:06.147040,60.18
2024-03-03 20:15:06.197393,59.43
2024-03-03 20:15:06.246891,59.38
2024-03-03 20:15:06.297225,59.14
2024-03-03 20:15:06.346720,59.75
2024-03-03 20:15:06.397022,59.57
2024-03-03 20:15:06.447504,59.36
2024-03-03 20:15:06.497020,59.45
2024-03-03 20:15:06.547333,59.64
2024-03-03 20:15:06.596812,59.75
2024-03-03 20:15:06.647236,59.07
2024-03-03 20:15:06.696641,59.24
2024-03-03 20:15:06.746994,59.93
2024-03-03 20:15:06.796452,59.75
2024-03-03 20:15:06.846820,59.50
2024-03-03 20:15:06.897179,59.43
2024-03-03 20:15:06.946674,59.89
2024-03-03 20:15:06.997148,60.07
2024-03-03 20:15:07.046608,59.45
2024-03-03 20:15:07.096875,59.57
2024-03-03 20:15:07.146450,59.89
2024-03-03 20:15:07.196776,60.29
2024-03-03 20:15:07.246192,59.53
2024-03-03 20:15:07.296621,59.07
2024-03-03 20:15:07.346926,59.93
2024-03-03 20:15:07.396437,59.56
2024-03-03 20:15:07.446814,59.39
2024-03-03 20:15:07.496249,59.82
2024-03-03 20:15:07.546590,59.96
2024-03-03 20:15:07.596035,59.53
2024-03-03 20:15:07.646459,59.75
2024-03-03 20:15:07.696796,59.86
2024-03-03 20:15:07.746326,59.53
2024-03-03 20:15:07.796589,59.64
2024-03-03 20:15:07.846171,59.16
2024-03-03 20:15:07.896509,59.79
2024-03-03 20:15:07.945986,59.45
2024-03-03 20:15:07.996345,59.57
2024-03-03 20:15:08.045782,59.38
2024-03-03 20:15:08.096116,59.93
2024-03-03 20:15:08.146563,60.29
2024-03-03 20:15:08.195983,59.82
2024-03-03 20:15:08.246474,59.50
2024-03-03 20:15:08.295936,59.64
2024-03-03 20:15:08.346255,59.50
2024-03-03 20:15:08.395719,59.38
2024-03-03 20:15:08.446051,60.00
2024-03-03 20:15:08.495627,59.64
2024-03-03 20:15:08.545947,60.00
2024-03-03 20:15:08.596236,59.07
2024-03-03 20:15:08.645801,59.09
2024-03-03 20:15:08.696124,59.43
2024-03-03 20:15:08.745655,59.67
2024-03-03 20:15:08.795921,59.29
2024-03-03 20:15:08.845488,59.09
2024-03-03 20:15:08.895726,59.57
2024-03-03 20:15:08.946107,157.75
2024-03-03 20:15:08.995514,425.96
2024-03-03 20:15:09.045929,313.89
2024-03-03 20:15:09.095551,313.09
2024-03-03 20:15:09.145825,313.18
2024-03-03 20:15:09.195327,313.60
2024-03-03 20:15:09.245626,312.86
2024-03-03 20:15:09.295155,313.64
2024-03-03 20:15:09.345633,312.96
2024-03-03 20:15:09.395988,313.39
2024-03-03 20:15:09.445506,312.95
2024-03-03 20:15:09.495815,313.32
2024-03-03 20:15:09.545194,312.65
2024-03-03 20:15:09.595599,313.50
2024-03-03 20:15:09.645167,313.38
2024-03-03 20:15:09.695544,313.71
2024-03-03 20:15:09.744915,313.64
2024-03-03 20:15:09.795303,313.07
2024-03-03 20:15:09.845728,312.93
2024-03-03 20:15:09.895088,313.16
2024-03-03 20:15:09.945506,313.36
2024-03-03 20:15:09.994922,313.27
2024-03-03 20:15:10.045414,312.93
2024-03-03 20:15:10.094818,313.20
2024-03-03 20:15:10.145221,313.36
2024-03-03 20:15:10.195530,312.96
2024-03-03 20:15:10.245077,313.35
2024-03-03 20:15:10.295392,313.39
2024-03-03 20:15:10.345047,314.47
2024-03-03 20:15:10.395275,313.57
2024-03-03 20:15:10.444692,313.35
2024-03-03 20:15:10.495034,312.96
2024-03-03 20:15:10.544562,313.05
2024-03-03 20:15:10.595051,313.32
2024-03-03 20:15:10.644477,313.67
2024-03-03 20:15:10.694903,313.61
2024-03-03 20:15:10.745253,313.75
2024-03-03 20:15:10.794641,313.31
2024-03-03 20:15:10.845121,313.93
2024-03-03 20:15:10.894602,312.76
2024-03-03 20:15:10.945077,313.50
2024-03-03 20:15:10.994431,375.71
2024-03-03 20:15:11.044839,744.18
2024-03-03 20:15:11.094336,775.85
2024-03-03 20:15:11.144670,774.71
2024-03-03 20:15:11.195079,777.43
2024-03-03 20:15:11.244528,775.20
2024-03-03 20:15:11.294836,775.32
2024-03-03 20:15:11.344449,774.04
2024-03-03 20:15:11.394739,775.57
2024-03-03 20:15:11.444163,776.25
2024-03-03 20:15:11.494451,776.64
2024-03-03 20:15:11.544018,775.31
2024-03-03 20:15:11.594385,775.82
2024-03-03 20:15:11.644747,775.39
2024-03-03 20:15:11.694212,776.47
2024-03-03 20:15:11.744583,775.39
2024-03-03 20:15:11.794132,775.96
2024-03-03 20:15:11.844529,776.04
2024-03-03 20:15:11.893919,777.05
2024-03-03 20:15:11.944343,776.79
2024-03-03 20:15:11.993784,778.55
2024-03-03 20:15:12.044237,775.93
2024-03-03 20:15:12.094462,776.11
2024-03-03 20:15:12.143927,776.73
2024-03-03 20:15:12.194361,776.43
2024-03-03 20:15:12.243745,776.84
2024-03-03 20:15:12.294090,776.54
2024-03-03 20:15:12.343636,776.36
2024-03-03 20:15:12.394043,776.64
2024-03-03 20:15:12.444385,777.29
2024-03-03 20:15:12.493779,777.02
2024-03-03 20:15:12.544219,777.75
2024-03-03 20:15:12.593699,777.05
2024-03-03 20:15:12.644018,777.57
2024-03-03 20:15:12.693543,776.65
2024-03-03 20:15:12.743906,777.39
2024-03-03 20:15:12.793372,776.91
2024-03-03 20:15:12.843712,777.75
2024-03-03 20:15:12.894095,776.61
2024-03-03 20:15:12.943625,778.18
2024-03-03 20:15:12.993953,777.14
2024-03-03 20:15:13.043591,476.98
2024-03-03 20:15:13.093815,309.14
2024-03-03 20:15:13.143283,308.80
2024-03-03 20:15:13.193607,309.79
2024-03-03 20:15:13.244032,309.93
2024-03-03 20:15:13.293559,308.51
2024-03-03 20:15:13.343924,309.00
2024-03-03 20:15:13.393459,308.18
2024-03-03 20:15:13.443777,308.93
2024-03-03 20:15:13.493269,308.51
2024-03-03 20:15:13.543665,308.89
2024-03-03 20:15:13.593071,308.25
2024-03-03 20:15:13.643543,308.57
2024-03-03 20:15:13.693043,308.47
2024-03-03 20:15:13.743374,308.57
2024-03-03 20:15:13.793714,307.86
2024-03-03 20:15:13.843247,308.36
2024-03-03 20:15:13.893647,308.29
2024-03-03 20:15:13.943104,308.87
2024-03-03 20:15:13.993518,307.93
2024-03-03 20:15:14.042919,308.51
2024-03-03 20:15:14.093288,307.93
2024-03-03 20:15:14.142945,308.40
2024-03-03 20:15:14.193194,308.14
2024-03-03 20:15:14.243469,307.57
2024-03-03 20:15:14.292978,307.93
2024-03-03 20:15:14.343243,308.14
2024-03-03 20:15:14.392945,307.85
2024-03-03 20:15:14.443048,308.61
2024-03-03 20:15:14.492746,307.85
2024-03-03 20:15:14.542993,308.11
2024-03-03 20:15:14.593292,308.07
2024-03-03 20:15:14.642802,307.64
2024-03-03 20:15:14.693332,307.86
2024-03-03 20:15:14.742600,307.31
2024-03-03 20:15:14.792979,308.64
2024-03-03 20:15:14.842380,307.49
2024-03-03 20:15:14.892931,308.07
2024-03-03 20:15:14.943173,306.93
2024-03-03 20:15:14.992648,307.64
2024-03-03 20:15:15.042899,190.39
2024-03-03 20:15:15.092551,59.45
2024-03-03 20:15:15.142744,59.93
2024-03-03 20:15:15.192261,59.96
2024-03-03 20:15:15.242610,59.50
2024-03-03 20:15:15.293019,59.64
2024-03-03 20:15:15.342480,59.31
2024-03-03 20:15:15.392848,59.93
2024-03-03 20:15:15.442399,59.60
2024-03-03 20:15:15.492719,59.79
2024-03-03 20:15:15.542233,59.31
2024-03-03 20:15:15.592630,59.64
2024-03-03 20:15:15.642953,59.50
2024-03-03 20:15:15.692325,59.16
2024-03-03 20:15:15.742736,59.93
2024-03-03 20:15:15.792233,59.24
2024-03-03 20:15:15.842505,59.07
2024-03-03 20:15:15.892049,59.75
2024-03-03 20:15:15.942504,59.71
2024-03-03 20:15:15.991851,58.73
2024-03-03 20:15:16.042240,59.79
2024-03-03 20:15:16.092645,59.71
2024-03-03 20:15:16.142143,59.45
2024-03-03 20:15:16.192527,59.36
2024-03-03 20:15:16.242022,59.60
2024-03-03 20:15:16.292343,59.21
2024-03-03 20:15:16.341954,59.75
2024-03-03 20:15:16.392128,59.71
2024-03-03 20:15:16.442549,59.36
2024-03-03 20:15:16.491988,60.04
2024-03-03 20:15:16.542658,59.57
2024-03-03 20:15:16.591867,59.67
2024-03-03 20:15:16.642305,59.50
2024-03-03 20:15:16.691732,59.38
2024-03-03 20:15:16.742128,58.71
2024-03-03 20:15:16.791561,59.53
2024-03-03 20:15:16.841956,59.79
2024-03-03 20:15:16.892235,60.68
2024-03-03 20:15:16.941784,59.35
2024-03-03 20:15:16.992115,59.57
2024-03-03 20:15:17.041635,59.89
2024-03-03 20:15:17.091961,59.64
2024-03-03 20:15:17.141450,59.96
2024-03-03 20:15:17.191836,59.36
2024-03-03 20:15:17.241387,59.38
2024-03-03 20:15:17.291699,59.43
2024-03-03 20:15:17.342189,60.07
2024-03-03 20:15:17.391639,59.60
2024-03-03 20:15:17.442271,60.00
2024-03-03 20:15:17.491642,59.38
2024-03-03 20:15:17.541831,59.57
2024-03-03 20:15:17.591354,58.87
2024-03-03 20:15:17.641669,59.43
2024-03-03 20:15:17.691112,59.53
2024-03-03 20:15:17.741506,59.29
2024-03-03 20:15:17.791053,59.38
2024-03-03 20:15:17.841496,59.79
2024-03-03 20:15:17.891864,59.93
2024-03-03 20:15:17.941332,59.75
2024-03-03 20:15:17.991624,59.57
2024-03-03 20:15:18.041176,59.24
2024-03-03 20:15:18.091585,60.00
2024-03-03 20:15:18.140909,59.53
2024-03-03 20:15:18.191259,59.50
2024-03-03 20:15:18.240848,59.75
2024-03-03 20:15:18.291213,61.07
2024-03-03 20:15:18.341517,60.07
2024-03-03 20:15:18.390979,60.40
2024-03-03 20:15:18.441414,59.21
2024-03-03 20:15:18.490831,59.67
2024-03-03 20:15:18.541081,59.14
2024-03-03 20:15:18.590722,59.67
2024-03-03 20:15:18.641143,59.71
2024-03-03 20:15:18.691403,60.14
2024-03-03 20:15:18.740844,59.45
2024-03-03 20:15:18.791318,58.93
2024-03-03 20:15:18.840741,59.49
2024-03-03 20:15:18.891165,58.79
2024-03-03 20:15:18.940560,60.04
2024-03-03 20:15:18.990940,59.07
2024-03-03 20:15:19.040440,59.75
2024-03-03 20:15:19.090723,59.46
2024-03-03 20:15:19.141215,60.07
2024-03-03 20:15:19.190659,59.45
2024-03-03 20:15:19.240857,59.64
2024-03-03 20:15:19.290652,59.56
2024-03-03 20:15:19.340819,59.14
2024-03-03 20:15:19.390688,59.38
2024-03-03 20:15:19.440684,60.14
2024-03-03 20:15:19.490401,59.09
2024-03-03 20:15:19.540614,59.25
2024-03-03 20:15:19.590954,59.57
2024-03-03 20:15:19.640330,59.45
2024-03-03 20:15:19.690641,59.39
2024-03-03 20:15:19.740128,60.18
2024-03-03 20:15:19.790522,60.00
2024-03-03 20:15:19.840019,60.11
2024-03-03 20:15:19.890605,59.00
2024-03-03 20:15:19.940677,59.71
2024-03-03 20:15:19.990398,59.67
2024-03-03 20:15:20.040473,59.79
2024-03-03 20:15:20.090206,59.60
2024-03-03 20:15:20.140286,59.93
2024-03-03 20:15:20.190050,59.60
2024-03-03 20:15:20.240186,59.68
2024-03-03 20:15:20.290887,59.43
2024-03-03 20:15:20.339898,59.60
2024-03-03 20:15:20.390569,59.29
2024-03-03 20:15:20.439851,59.16
2024-03-03 20:15:20.490553,60.00
2024-03-03 20:15:20.539890,59.96
2024-03-03 20:15:20.590059,59.50
2024-03-03 20:15:20.639736,59.75
2024-03-03 20:15:20.689892,59.36
2024-03-03 20:15:20.740246,59.75
2024-03-03 20:15:20.790025,59.56
2024-03-03 20:15:20.840195,60.07
2024-03-03 20:15:20.889608,59.60
2024-03-03 20:15:20.940044,59.07
2024-03-03 20:15:20.989677,59.82
2024-03-03 20:15:21.039863,59.86
2024-03-03 20:15:21.089553,59.45
2024-03-03 20:15:21.139672,59.64
2024-03-03 20:15:21.190319,59.43
2024-03-03 20:15:21.239743,59.38
2024-03-03 20:15:21.290135,59.57
2024-03-03 20:15:21.339303,60.18
2024-03-03 20:15:21.390001,59.14
2024-03-03 20:15:21.439356,59.53
2024-03-03 20:15:21.489580,59.93
2024-03-03 20:15:21.539018,59.60
2024-03-03 20:15:21.589471,59.43
2024-03-03 20:15:21.639865,59.64
2024-03-03 20:15:21.689425,59.09
2024-03-03 20:15:21.739753,59.21
2024-03-03 20:15:21.789066,59.53
2024-03-03 20:15:21.839667,59.21
2024-03-03 20:15:21.888844,59.16
2024-03-03 20:15:21.939406,59.64
2024-03-03 20:15:21.989838,59.79
2024-03-03 20:15:22.039145,59.24
2024-03-03 20:15:22.089836,59.57
2024-03-03 20:15:22.139011,59.67
2024-03-03 20:15:22.189376,59.29
2024-03-03 20:15:22.238810,60.18
2024-03-03 20:15:22.289248,60.04
2024-03-03 20:15:22.338717,59.82
2024-03-03 20:15:22.389267,59.43
2024-03-03 20:15:22.438606,59.45
2024-03-03 20:15:22.488895,59.21
2024-03-03 20:15:22.539604,59.36
2024-03-03 20:15:22.588866,59.38
